TIMESTAMP,NODE,EASTING,NORTHING,FLOW_ACTUAL_15M,SAT_BANDINGS,DETECTOR_NO,TOTAL_DETECTOR_NO,DETECTOR_RATE
2019-06-24T13:29:00Z,14/195,541115.000,190342.000,346,0-79%,2,2,1
2019-06-24T13:29:00Z,14/197,541240.000,190364.000,737,0-79%,2,2,1
2019-06-24T13:29:00Z,14/198,541271.000,190279.000,542,0-79%,2,2,1
2019-06-24T13:29:00Z,14/199,541265.000,190267.000,496,0-79%,2,2,1
2019-06-24T13:29:00Z,14/200,541170.000,190238.000,189,0-79%,1,1,1
2019-06-24T13:29:00Z,14/206,542800.000,188908.000,428,0-79%,2,2,1
2019-06-24T13:29:00Z,14/207,542799.000,188891.000,291,0-79%,2,2,1
2019-06-24T13:29:00Z,14/219,543972.000,185474.000,417,0-79%,2,2,1
2019-06-24T13:29:00Z,14/220,543247.000,188429.000,477,>=100%,7,7,1
2019-06-24T13:29:00Z,14/221,543275.000,188405.000,421,80-89%,6,6,1
2019-06-24T13:29:00Z,14/224,543285.000,188460.000,436,80-89%,7,7,1
2019-06-24T13:29:00Z,14/225,543320.000,188440.000,403,90-99%,7,7,1
2019-06-24T13:29:00Z,14/228,543315.000,188415.000,416,80-89%,5,5,1
2019-06-24T13:29:00Z,14/230,543370.000,188400.000,474,0-79%,3,3,1
2019-06-24T13:29:00Z,14/231,544040.870,185296.189,360,0-79%,1,2,0.5
2019-06-24T13:29:00Z,14/235,543520.000,188575.000,454,0-79%,1,1,1
2019-06-24T13:29:00Z,14/238,542487.000,189309.000,473,0-79%,2,2,1
2019-06-24T13:29:00Z,14/245,548001.587,191666.871,532,0-79%,3,3,1
2019-06-24T13:29:00Z,15/026,550100.790,189213.160,561,90-99%,7,7,1
2019-06-24T13:29:00Z,15/028,550965.000,189171.850,707,0-79%,2,2,1
2019-06-24T13:29:00Z,15/051,551334.580,190152.270,306,0-79%,2,2,1
2019-06-24T13:29:00Z,15/102,550714.700,189519.160,437,0-79%,3,3,1
2019-06-24T13:29:00Z,16/146,548465.000,189262.000,267,0-79%,2,3,0.67
2019-06-24T13:29:00Z,16/150,548476.470,190162.880,388,0-79%,3,3,1
2019-06-24T13:29:00Z,17/001,541110.000,181750.000,339,0-79%,6,6,1
2019-06-24T13:29:00Z,17/002,542939.000,182181.000,456,0-79%,11,11,1
