TIMESTAMP,NODE,EASTING,NORTHING,FLOW_ACTUAL_15M,SAT_BANDINGS,DETECTOR_NO,TOTAL_DETECTOR_NO,DETECTOR_RATE
2019-06-24T13:54:00Z,12/057,528130.610,178353.570,383,0-79%,5,6,0.83
2019-06-24T13:54:00Z,12/061,526446.780,178495.290,325,0-79%,4,4,1
2019-06-24T13:54:00Z,12/062,526563.970,178590.000,306,0-79%,6,6,1
2019-06-24T13:54:00Z,12/063,525586.870,178186.820,473,0-79%,4,4,1
2019-06-24T13:54:00Z,12/064,526533.730,178780.990,301,0-79%,4,4,1
2019-06-24T13:54:00Z,12/066,527890.000,179190.000,480,0-79%,5,5,1
2019-06-24T13:54:00Z,12/068,527170.000,179100.000,402,>=100%,4,4,1
2019-06-24T13:54:00Z,12/069,526889.010,178943.670,200,0-79%,2,2,1
2019-06-24T13:54:00Z,12/070,527570.000,179170.000,338,0-79%,3,4,0.75
2019-06-24T13:54:00Z,12/071,525072.980,178855.340,391,0-79%,2,2,1
2019-06-24T13:54:00Z,12/072,525350.000,178360.000,768,0-79%,2,2,1
2019-06-24T13:54:00Z,12/074,525032.980,178626.350,597,>=100%,9,9,1
2019-06-24T13:54:00Z,12/076,524917.760,178764.000,68,0-79%,1,1,1
2019-06-24T13:54:00Z,12/077,526033.900,178413.040,278,0-79%,4,4,1
2019-06-24T13:54:00Z,12/078,526239.380,178432.130,256,0-79%,4,4,1
2019-06-24T13:54:00Z,12/080,526419.890,177923.420,443,0-79%,2,2,1
2019-06-24T13:54:00Z,12/082,525165.400,178695.000,887,0-79%,2,2,1
2019-06-24T13:54:00Z,12/083,525129.780,178703.670,785,0-79%,2,2,1
2019-06-24T13:54:00Z,12/090,527278.660,179187.580,440,0-79%,2,2,1
2019-06-24T13:54:00Z,12/091,526853.650,178783.660,271,0-79%,4,4,1
2019-06-24T13:54:00Z,12/093,526309.030,177815.010,211,0-79%,1,2,0.5
2019-06-24T13:54:00Z,12/094,526781.129,178988.865,448,0-79%,4,4,1
2019-06-24T13:54:00Z,12/098,525037.320,179277.680,423,0-79%,1,1,1
2019-06-24T13:54:00Z,12/099,525035.850,179289.130,648,0-79%,1,1,1
2019-06-24T13:54:00Z,12/100,524909.390,179207.020,474,0-79%,1,1,1
2019-06-24T13:54:00Z,12/104,525930.310,179698.900,697,0-79%,1,1,1
2019-06-24T13:54:00Z,12/105,525930.310,179710.840,632,80-89%,1,1,1
2019-06-24T13:54:00Z,12/106,526006.330,179684.040,900,0-79%,1,1,1
2019-06-24T13:54:00Z,12/108,525246.310,179388.410,486,0-79%,1,1,1
2019-06-24T13:54:00Z,12/110,527467.790,179366.460,92,0-79%,2,2,1
2019-06-24T13:54:00Z,12/111,527478.530,179364.050,417,0-79%,2,2,1
2019-06-24T13:54:00Z,12/119,525162.000,178512.000,656,0-79%,3,3,1
2019-06-24T13:54:00Z,12/120,525421.350,179501.930,552,0-79%,2,2,1
2019-06-24T13:54:00Z,12/121,525501.810,179544.880,343,>=100%,3,3,1
2019-06-24T13:54:00Z,12/125,528004.100,178649.590,453,0-79%,4,4,1
2019-06-24T13:54:00Z,12/129,527562.400,179447.840,413,80-89%,2,2,1
2019-06-24T13:54:00Z,12/130,527559.010,179458.080,100,0-79%,2,2,1
2019-06-24T13:54:00Z,12/133,525674.820,178423.800,795,90-99%,2,2,1
2019-06-24T13:54:00Z,12/134,525364.460,178037.260,339,0-79%,2,2,1
2019-06-24T13:54:00Z,12/135,525282.540,178976.220,595,>=100%,2,2,1
2019-06-24T13:54:00Z,12/136,527800.620,179629.830,347,0-79%,2,2,1
2019-06-24T13:54:00Z,12/137,525599.230,179820.180,425,0-79%,1,2,0.5
2019-06-24T13:54:00Z,12/138,525277.700,178976.900,163,0-79%,1,1,1
2019-06-24T13:54:00Z,12/146,525353.500,179472.070,211,90-99%,3,3,1
2019-06-24T13:54:00Z,12/158,524350.100,179386.300,0,80-89%,1,1,1
