TIMESTAMP,NODE,EASTING,NORTHING,FLOW_ACTUAL_15M,SAT_BANDINGS,DETECTOR_NO,TOTAL_DETECTOR_NO,DETECTOR_RATE
2019-06-27T22:44:00Z,02/189,526910.200,184167.800,244,0-79%,3,3,1
2019-06-27T22:44:00Z,02/196,527199.110,185248.090,117,0-79%,1,3,0.33
2019-06-27T22:44:00Z,02/197,528681.300,184172.430,409,0-79%,2,2,1
2019-06-27T22:44:00Z,02/203,529214.810,182774.580,488,0-79%,2,2,1
2019-06-27T22:44:00Z,02/208,525394.760,183660.960,480,0-79%,1,2,0.5
2019-06-27T22:44:00Z,02/217,529161.272,183457.417,565,0-79%,2,2,1
2019-06-27T22:44:00Z,02/234,529523.700,184629.300,374,0-79%,3,3,1
2019-06-27T22:44:00Z,02/246,526172.000,184969.000,477,0-79%,4,4,1
2019-06-27T22:44:00Z,02/261,526361.500,185679.800,182,0-79%,2,2,1
2019-06-27T22:44:00Z,02/262,525348.180,183720.100,263,0-79%,2,3,0.67
2019-06-27T22:44:00Z,02/269,529597.560,184717.424,351,0-79%,2,3,0.67
2019-06-27T22:44:00Z,02/287,530126.550,184051.890,219,0-79%,3,3,1
2019-06-27T22:44:00Z,02/289,528637.000,183657.000,118,0-79%,2,2,1
2019-06-27T22:44:00Z,02/310,529042.000,183802.000,630,0-79%,1,1,1
2019-06-27T22:44:00Z,03/007,531480.697,186796.863,486,>=100%,3,3,1
2019-06-27T22:44:00Z,03/008,530760.000,186280.000,329,0-79%,4,4,1
2019-06-27T22:44:00Z,03/009,531409.180,186737.990,466,>=100%,2,3,0.67
2019-06-27T22:44:00Z,03/012,531264.040,186615.931,355,0-79%,2,4,0.5
2019-06-27T22:44:00Z,03/015,530591.730,184778.260,226,0-79%,4,4,1
2019-06-27T22:44:00Z,03/017,531948.730,184813.430,312,0-79%,3,3,1
2019-06-27T22:44:00Z,03/018,532740.260,184813.480,212,0-79%,2,4,0.5
2019-06-27T22:44:00Z,03/019,530723.490,187437.040,125,0-79%,4,4,1
2019-06-27T22:44:00Z,03/020,529818.260,184985.780,409,0-79%,3,3,1
2019-06-27T22:44:00Z,03/022,530205.720,185520.760,246,0-79%,5,5,1
2019-06-27T22:44:00Z,03/024,531084.950,185103.310,90,0-79%,4,4,1
2019-06-27T22:44:00Z,03/026,531808.120,184466.560,138,0-79%,3,4,0.75
2019-06-27T22:44:00Z,03/028,531630.000,184400.000,179,0-79%,4,4,1
2019-06-27T22:44:00Z,03/030,531177.990,185204.880,316,0-79%,3,3,1
2019-06-27T22:44:00Z,03/041,530500.520,186658.180,164,0-79%,3,4,0.75
2019-06-27T22:44:00Z,03/045,529400.500,186830.760,385,0-79%,2,3,0.67
2019-06-27T22:44:00Z,03/046,530639.130,185818.010,290,0-79%,7,7,1
2019-06-27T22:44:00Z,03/047,530463.260,186001.540,328,>=100%,9,9,1
2019-06-27T22:44:00Z,03/049,530694.690,184838.180,145,0-79%,3,3,1
2019-06-27T22:44:00Z,03/050,530926.380,186006.500,259,0-79%,4,4,1
2019-06-27T22:44:00Z,03/051,531395.350,184346.390,204,0-79%,3,3,1
2019-06-27T22:44:00Z,03/053,532150.260,184131.570,376,90-99%,4,4,1
2019-06-27T22:44:00Z,03/061,529692.420,186688.430,569,0-79%,2,2,1
2019-06-27T22:44:00Z,03/062,529552.420,186743.120,552,0-79%,1,2,0.5
2019-06-27T22:44:00Z,03/063,529347.710,186671.920,222,0-79%,1,1,1
2019-06-27T22:44:00Z,03/067,530264.790,185683.270,368,0-79%,2,2,1
2019-06-27T22:44:00Z,03/071,532244.040,184216.480,404,0-79%,2,2,1
2019-06-27T22:44:00Z,03/072,532048.350,184030.690,492,0-79%,2,2,1
2019-06-27T22:44:00Z,03/074,531452.020,184882.550,535,0-79%,2,2,1
2019-06-27T22:44:00Z,03/075,530831.050,185951.050,377,0-79%,2,2,1
2019-06-27T22:44:00Z,03/077,530257.130,187022.600,239,0-79%,3,3,1
2019-06-27T22:44:00Z,03/079,530747.470,185710.350,259,0-79%,2,2,1
2019-06-27T22:44:00Z,03/087,529380.170,186946.530,309,0-79%,4,4,1
2019-06-27T22:44:00Z,03/090,529466.980,186914.710,571,0-79%,1,1,1
2019-06-27T22:44:00Z,03/091,531306.510,185047.490,561,0-79%,2,2,1
2019-06-27T22:44:00Z,03/092,530971.820,185439.520,316,0-79%,4,4,1
2019-06-27T22:44:00Z,03/095,530902.050,187073.080,49,0-79%,3,4,0.75
2019-06-27T22:44:00Z,03/097,532245.660,184043.150,287,0-79%,2,2,1
2019-06-27T22:44:00Z,03/101,531084.030,185309.770,424,0-79%,1,2,0.5
2019-06-27T22:44:00Z,03/102,529332.940,186886.250,89,0-79%,3,3,1
2019-06-27T22:44:00Z,03/105,529887.000,186572.160,548,0-79%,1,2,0.5
2019-06-27T22:44:00Z,03/107,530731.370,185896.160,257,0-79%,3,3,1
2019-06-27T22:44:00Z,03/108,531840.000,186450.000,138,0-79%,4,4,1
2019-06-27T22:44:00Z,03/109,530025.090,185282.210,505,0-79%,2,2,1
2019-06-27T22:44:00Z,03/123,530081.270,185366.170,516,0-79%,2,2,1
2019-06-27T22:44:00Z,03/125,531146.200,186548.600,372,0-79%,2,2,1
2019-06-27T22:44:00Z,03/126,531003.900,186461.500,390,0-79%,2,2,1
2019-06-27T22:44:00Z,03/128,530421.800,185666.300,417,0-79%,1,1,1
2019-06-27T22:44:00Z,03/129,532386.912,184863.600,252,0-79%,2,2,1
2019-06-27T22:44:00Z,03/130,528856.100,187222.600,97,0-79%,3,4,0.75
2019-06-27T22:44:00Z,03/134,529805.400,186635.200,578,0-79%,1,2,0.5
2019-06-27T22:44:00Z,03/135,530038.100,186464.600,548,0-79%,1,1,1
2019-06-27T22:44:00Z,03/136,530128.060,186362.070,541,0-79%,1,1,1
2019-06-27T22:44:00Z,03/141,531936.800,183907.600,319,0-79%,3,3,1
2019-06-27T22:44:00Z,03/151,529005.381,187127.932,72,0-79%,1,1,1
2019-06-27T22:44:00Z,03/155,530856.500,186134.700,216,0-79%,2,2,1
2019-06-27T22:44:00Z,03/157,531533.659,186846.080,542,0-79%,2,2,1
2019-06-27T22:44:00Z,03/160,530700.585,186361.084,387,0-79%,1,2,0.5
2019-06-27T22:44:00Z,03/162,532557.730,184525.920,391,0-79%,1,3,0.33
2019-06-27T22:44:00Z,03/195,530366.000,185884.000,370,0-79%,2,2,1
2019-06-27T22:44:00Z,03/196,531826.952,183752.931,417,0-79%,1,1,1
2019-06-27T22:44:00Z,03/198,529209.000,186959.000,120,0-79%,3,3,1
2019-06-27T22:44:00Z,03/305,530583.000,185142.000,184,0-79%,1,1,1
2019-06-27T22:44:00Z,03/310,529243.000,187197.000,520,0-79%,2,2,1
2019-06-27T22:44:00Z,04/005,533381.430,185152.000,105,0-79%,4,4,1
2019-06-27T22:44:00Z,04/007,532056.290,187480.860,468,0-79%,4,5,0.8
2019-06-27T22:44:00Z,04/009,535507.730,184385.140,188,0-79%,3,3,1
2019-06-27T22:44:00Z,04/010,535405.370,184333.540,217,0-79%,3,3,1
2019-06-27T22:44:00Z,04/011,535341.420,186455.150,409,0-79%,2,2,1
2019-06-27T22:44:00Z,04/012,533937.410,184446.430,243,0-79%,3,3,1
2019-06-27T22:44:00Z,04/013,532937.720,184430.010,221,0-79%,4,4,1
2019-06-27T22:44:00Z,04/014,534849.140,183905.870,205,0-79%,5,5,1
2019-06-27T22:44:00Z,04/015,534695.430,186687.870,208,0-79%,1,4,0.25
2019-06-27T22:44:00Z,04/016,533500.570,184360.150,291,0-79%,3,4,0.75
2019-06-27T22:44:00Z,04/017,533490.000,184190.000,147,0-79%,4,4,1
2019-06-27T22:44:00Z,04/018,535463.720,184904.860,294,0-79%,3,3,1
2019-06-27T22:44:00Z,04/019,533554.290,185280.860,283,0-79%,4,4,1
2019-06-27T22:44:00Z,04/021,534910.000,185930.000,437,0-79%,3,4,0.75
2019-06-27T22:44:00Z,04/022,534955.140,184879.440,345,0-79%,2,3,0.67
2019-06-27T22:44:00Z,04/023,536307.140,184749.580,376,0-79%,5,5,1
2019-06-27T22:44:00Z,04/024,533943.710,184812.730,272,0-79%,7,7,1
2019-06-27T22:44:00Z,04/025,534954.840,184792.580,257,0-79%,5,5,1
2019-06-27T22:44:00Z,04/026,533675.150,187829.140,604,0-79%,4,4,1
2019-06-27T22:44:00Z,04/027,534926.570,184129.860,360,0-79%,4,4,1
2019-06-27T22:44:00Z,04/028,534014.860,185737.150,178,0-79%,4,4,1
2019-06-27T22:44:00Z,04/029,533617.140,186545.850,348,0-79%,3,3,1
2019-06-27T22:44:00Z,04/035,533472.290,183060.870,291,0-79%,4,4,1
2019-06-27T22:44:00Z,04/037,533474.860,183489.150,270,0-79%,4,4,1
2019-06-27T22:44:00Z,04/038,532318.570,186726.430,274,0-79%,4,4,1
2019-06-27T22:44:00Z,04/039,532840.310,185435.200,168,0-79%,2,2,1
2019-06-27T22:44:00Z,04/040,532847.030,186955.290,104,0-79%,4,4,1
2019-06-27T22:44:00Z,04/041,533650.110,186932.200,320,0-79%,3,3,1
2019-06-27T22:44:00Z,04/042,533941.090,186120.750,158,0-79%,4,4,1
2019-06-27T22:44:00Z,04/043,535826.930,184513.960,447,0-79%,2,2,1
2019-06-27T22:44:00Z,04/046,533530.990,184789.140,375,80-89%,4,4,1
2019-06-27T22:44:00Z,04/047,532415.050,187685.930,262,0-79%,3,3,1
2019-06-27T22:44:00Z,04/048,535468.760,185044.060,229,0-79%,3,4,0.75
2019-06-27T22:44:00Z,05/100,534968.570,181284.140,361,0-79%,2,2,1
2019-06-27T22:44:00Z,05/101,535142.000,181955.000,301,0-79%,3,3,1
2019-06-27T22:44:00Z,05/103,537117.780,181021.710,488,0-79%,1,1,1
2019-06-27T22:44:00Z,05/107,535921.730,182211.220,254,0-79%,2,4,0.5
2019-06-27T22:44:00Z,05/109,538265.370,181049.030,277,0-79%,8,8,1
2019-06-27T22:44:00Z,05/110,538374.150,181059.750,253,0-79%,9,9,1
2019-06-27T22:44:00Z,05/111,535126.410,180765.510,919,0-79%,3,3,1
2019-06-27T22:44:00Z,05/115,534931.000,180771.460,1195,0-79%,2,2,1
2019-06-27T22:44:00Z,05/117,534154.240,183126.800,614,0-79%,2,2,1
2019-06-27T22:44:00Z,05/118,538309.700,181033.400,231,0-79%,6,8,0.75
2019-06-27T22:44:00Z,05/121,537954.630,181011.180,285,0-79%,2,2,1
2019-06-27T22:44:00Z,05/122,537936.400,181003.300,552,0-79%,1,1,1
2019-06-27T22:44:00Z,05/123,536682.950,181108.440,325,0-79%,2,2,1
2019-06-27T22:44:00Z,05/126,534301.010,181638.730,309,0-79%,3,3,1
2019-06-27T22:44:00Z,05/128,538867.830,181213.190,250,0-79%,8,10,0.8
2019-06-27T22:44:00Z,05/132,537105.430,180818.520,149,0-79%,7,7,1
2019-06-27T22:44:00Z,05/134,536843.780,181101.520,443,0-79%,2,2,1
2019-06-27T22:44:00Z,05/135,536845.140,181089.480,454,0-79%,1,1,1
2019-06-27T22:44:00Z,05/137,537004.210,180929.160,708,0-79%,3,3,1
2019-06-27T22:44:00Z,05/138,534805.120,180747.470,613,0-79%,5,5,1
2019-06-27T22:44:00Z,05/139,535054.280,180755.560,585,0-79%,5,5,1
2019-06-27T22:44:00Z,05/140,535377.870,180785.940,516,0-79%,6,6,1
2019-06-27T22:44:00Z,05/142,536160.980,181026.360,263,0-79%,3,3,1
2019-06-27T22:44:00Z,05/143,535823.500,181174.900,668,0-79%,1,1,1
2019-06-27T22:44:00Z,05/144,535812.900,181183.700,377,0-79%,2,2,1
2019-06-27T22:44:00Z,05/146,535650.280,181168.610,360,0-79%,2,2,1
2019-06-27T22:44:00Z,05/147,535485.100,181212.040,385,80-89%,2,2,1
