TIMESTAMP,NODE,EASTING,NORTHING,FLOW_ACTUAL_15M,SAT_BANDINGS,DETECTOR_NO,TOTAL_DETECTOR_NO,DETECTOR_RATE
2019-06-22T02:44:00Z,05/286,537812.250,182323.080,49,0-79%,3,4,0.75
2019-06-22T02:44:00Z,05/294,536567.722,183339.705,87,0-79%,1,1,1
2019-06-22T02:44:00Z,05/296,535027.682,182214.660,123,0-79%,3,3,1
2019-06-22T02:44:00Z,05/297,534977.792,182861.070,240,0-79%,1,1,1
2019-06-22T02:44:00Z,05/303,533694.700,182302.840,218,0-79%,1,1,1
2019-06-22T02:44:00Z,05/363,535544.740,182930.490,117,0-79%,3,3,1
2019-06-22T02:44:00Z,05/366,534410.290,182315.830,119,0-79%,4,4,1
2019-06-22T02:44:00Z,05/375,533712.414,183028.219,413,0-79%,1,2,0.5
2019-06-22T02:44:00Z,05/376,533890.629,183102.755,425,0-79%,1,1,1
2019-06-22T02:44:00Z,05/378,534560.466,183222.402,308,0-79%,1,1,1
2019-06-22T02:44:00Z,05/379,534389.033,183173.180,266,0-79%,1,1,1
2019-06-22T02:44:00Z,05/380,538197.000,181737.000,240,0-79%,7,8,0.88
2019-06-22T02:44:00Z,05/381,535972.000,181024.000,169,0-79%,2,2,1
2019-06-22T02:44:00Z,05/384,537212.000,182812.000,233,0-79%,2,2,1
2019-06-22T02:44:00Z,05/391,537126.000,180110.000,23,0-79%,1,1,1
2019-06-22T02:44:00Z,05/402,537289.000,183540.000,38,0-79%,1,1,1
2019-06-22T02:44:00Z,05/407,537383.000,184523.000,11,0-79%,2,2,1
2019-06-22T02:44:00Z,11/002,523103.200,181273.990,161,0-79%,4,4,1
2019-06-22T02:44:00Z,11/004,523311.750,179955.650,177,0-79%,6,7,0.86
2019-06-22T02:44:00Z,11/005,521887.380,180108.110,99,0-79%,4,4,1
2019-06-22T02:44:00Z,11/007,521697.110,179057.320,21,0-79%,2,2,1
2019-06-22T02:44:00Z,11/009,523400.000,179750.000,223,0-79%,4,4,1
2019-06-22T02:44:00Z,11/010,521920.000,178618.940,31,0-79%,6,6,1
2019-06-22T02:44:00Z,11/012,523531.780,178030.400,182,0-79%,2,2,1
2019-06-22T02:44:00Z,11/013,523742.440,177566.890,149,0-79%,4,4,1
2019-06-22T02:44:00Z,11/015,524409.860,175996.220,219,0-79%,3,3,1
2019-06-22T02:44:00Z,11/026,521823.080,180924.880,183,0-79%,3,3,1
2019-06-22T02:44:00Z,11/027,523500.320,179914.760,248,0-79%,2,2,1
2019-06-22T02:44:00Z,11/029,523595.770,179824.040,190,0-79%,3,3,1
2019-06-22T02:44:00Z,11/046,523032.980,179591.260,76,0-79%,3,3,1
2019-06-22T02:44:00Z,11/052,523170.000,178430.000,60,0-79%,2,2,1
2019-06-22T02:44:00Z,11/054,523442.380,178292.380,248,0-79%,1,1,1
2019-06-22T02:44:00Z,11/059,523597.340,177945.430,308,0-79%,1,1,1
2019-06-22T02:44:00Z,11/061,522248.630,180088.790,117,0-79%,1,2,0.5
2019-06-22T02:44:00Z,11/064,522841.690,180073.940,133,0-79%,1,1,1
2019-06-22T02:44:00Z,11/066,523214.130,179988.240,214,0-79%,1,2,0.5
2019-06-22T02:44:00Z,11/071,524362.320,175912.610,514,0-79%,1,1,1
2019-06-22T02:44:00Z,11/076,523078.410,178400.380,101,0-79%,3,3,1
2019-06-22T02:44:00Z,11/078,522615.810,180093.570,100,0-79%,2,3,0.67
2019-06-22T02:44:00Z,11/083,523253.510,180819.360,48,0-79%,5,5,1
2019-06-22T02:44:00Z,11/084,523530.000,178440.000,180,0-79%,5,5,1
2019-06-22T02:44:00Z,11/085,523330.000,178510.000,180,0-79%,3,3,1
2019-06-22T02:44:00Z,11/086,523600.670,179897.670,265,0-79%,2,2,1
2019-06-22T02:44:00Z,11/087,521823.660,180915.060,288,0-79%,3,3,1
2019-06-22T02:44:00Z,11/089,523805.000,179902.800,169,0-79%,5,5,1
2019-06-22T02:44:00Z,11/091,523917.220,179937.960,194,0-79%,4,4,1
2019-06-22T02:44:00Z,11/093,523275.340,178598.320,98,0-79%,1,1,1
2019-06-22T02:44:00Z,11/097,523426.890,178420.260,257,0-79%,3,3,1
2019-06-22T02:44:00Z,11/098,523524.520,179805.790,200,0-79%,3,3,1
2019-06-22T02:44:00Z,11/102,523338.230,178594.110,272,>=100%,6,6,1
2019-06-22T02:44:00Z,11/104,523395.790,178623.750,109,0-79%,4,5,0.8
2019-06-22T02:44:00Z,11/106,523489.890,178617.080,545,>=100%,6,6,1
2019-06-22T02:44:00Z,11/109,523505.930,179351.330,244,0-79%,1,1,1
2019-06-22T02:44:00Z,11/110,523474.840,179619.700,320,0-79%,1,1,1
2019-06-22T02:44:00Z,11/111,523826.890,177341.660,338,0-79%,1,1,1
2019-06-22T02:44:00Z,11/113,523479.890,178154.570,297,0-79%,2,2,1
2019-06-22T02:44:00Z,11/115,523303.300,178503.200,111,0-79%,2,2,1
2019-06-22T02:44:00Z,11/118,524091.340,176653.210,304,0-79%,1,2,0.5
2019-06-22T02:44:00Z,11/121,523484.280,179185.100,270,0-79%,2,2,1
2019-06-22T02:44:00Z,11/122,523096.210,178295.050,2,0-79%,2,2,1
2019-06-22T02:44:00Z,11/123,523180.100,178429.800,105,0-79%,2,2,1
2019-06-22T02:44:00Z,11/124,523468.300,179092.960,165,0-79%,3,3,1
2019-06-22T02:44:00Z,11/141,523052.570,178551.450,98,0-79%,1,1,1
2019-06-22T02:44:00Z,11/148,523688.400,177714.500,326,0-79%,1,2,0.5
2019-06-22T02:44:00Z,11/151,522915.423,179563.829,34,0-79%,2,2,1
2019-06-22T02:44:00Z,11/153,523185.515,181057.455,158,0-79%,2,2,1
2019-06-22T02:44:00Z,11/160,522566.550,180971.470,177,0-79%,3,3,1
2019-06-22T02:44:00Z,11/167,523302.221,180564.647,98,0-79%,1,2,0.5
2019-06-22T02:44:00Z,11/169,523313.000,180110.000,113,0-79%,1,1,1
2019-06-22T02:44:00Z,11/170,523310.000,180266.000,147,0-79%,1,1,1
2019-06-22T02:44:00Z,11/172,523728.000,179866.000,281,0-79%,2,2,1
2019-06-22T02:44:00Z,11/173,523708.143,179884.226,222,0-79%,2,2,1
2019-06-22T02:44:00Z,12/001,524276.210,179884.160,12,0-79%,2,2,1
2019-06-22T02:44:00Z,12/027,524522.100,180169.900,199,0-79%,1,2,0.5
2019-06-22T02:44:00Z,12/028,524803.680,180306.030,164,0-79%,2,2,1
2019-06-22T02:44:00Z,12/029,524127.610,180008.280,99,0-79%,3,3,1
2019-06-22T02:44:00Z,12/030,524057.510,179700.470,218,0-79%,3,3,1
2019-06-22T02:44:00Z,12/043,524706.950,180894.870,42,0-79%,3,3,1
2019-06-22T02:44:00Z,12/053,524462.360,181004.940,87,0-79%,3,3,1
2019-06-22T02:44:00Z,12/054,524759.110,180393.290,109,0-79%,1,2,0.5
2019-06-22T02:44:00Z,12/055,524322.550,181288.890,330,0-79%,4,4,1
2019-06-22T02:44:00Z,12/056,524368.020,181197.520,90,0-79%,4,4,1
2019-06-22T02:44:00Z,12/058,525340.000,180470.000,142,0-79%,3,4,0.75
2019-06-22T02:44:00Z,12/059,525420.000,180500.000,259,0-79%,2,2,1
2019-06-22T02:44:00Z,12/060,525210.000,180440.000,354,0-79%,4,4,1
2019-06-22T02:44:00Z,12/065,523977.310,181333.680,33,0-79%,4,4,1
2019-06-22T02:44:00Z,12/075,524597.700,181287.600,43,0-79%,1,1,1
2019-06-22T02:44:00Z,12/117,524391.000,180108.000,229,0-79%,2,2,1
2019-06-22T02:44:00Z,12/122,525030.630,180390.000,143,0-79%,3,3,1
2019-06-22T02:44:00Z,12/131,524630.850,180220.080,224,0-79%,2,2,1
2019-06-22T02:44:00Z,12/132,524292.550,181350.610,96,0-79%,2,2,1
2019-06-22T02:44:00Z,12/166,524790.020,180933.240,17,0-79%,2,3,0.67
2019-06-22T02:44:00Z,13/004,537364.560,189020.000,58,0-79%,4,4,1
2019-06-22T02:44:00Z,13/005,538260.200,186278.900,147,0-79%,1,1,1
2019-06-22T02:44:00Z,13/008,537798.880,188147.631,0,0-79%,2,4,0.5
2019-06-22T02:44:00Z,13/012,537446.120,189783.870,86,0-79%,5,5,1
2019-06-22T02:44:00Z,13/015,538014.980,186109.310,63,0-79%,2,2,1
2019-06-22T02:44:00Z,13/016,538477.720,185465.470,81,0-79%,4,4,1
2019-06-22T02:44:00Z,13/017,540004.060,186273.610,36,0-79%,2,2,1
2019-06-22T02:44:00Z,13/018,539145.430,185648.410,87,0-79%,4,4,1
2019-06-22T02:44:00Z,13/025,537402.590,188671.970,29,0-79%,4,5,0.8
2019-06-22T02:44:00Z,13/038,537376.020,188960.950,60,0-79%,2,3,0.67
2019-06-22T02:44:00Z,13/039,537250.190,188992.350,34,0-79%,2,2,1
2019-06-22T02:44:00Z,13/041,538584.610,190079.150,84,0-79%,1,1,1
2019-06-22T02:44:00Z,13/044,539442.440,187281.550,68,0-79%,1,2,0.5
2019-06-22T02:44:00Z,13/047,538019.580,187985.570,96,0-79%,1,1,1
2019-06-22T02:44:00Z,13/050,538041.390,189858.600,82,0-79%,1,1,1
2019-06-22T02:44:00Z,13/055,537570.020,185846.550,90,0-79%,5,5,1
2019-06-22T02:44:00Z,13/065,537307.630,189195.390,43,0-79%,3,3,1
2019-06-22T02:44:00Z,13/083,537913.030,188057.760,87,0-79%,1,2,0.5
2019-06-22T02:44:00Z,13/103,539788.250,187735.870,115,0-79%,2,2,1
2019-06-22T02:44:00Z,13/104,539618.480,187581.850,126,0-79%,3,3,1
2019-06-22T02:44:00Z,13/106,538729.480,186551.830,36,0-79%,2,2,1
2019-06-22T02:44:00Z,13/107,539185.590,187382.840,32,0-79%,2,2,1
2019-06-22T02:44:00Z,13/113,536279.050,187127.120,52,0-79%,2,4,0.5
2019-06-22T02:44:00Z,13/114,537755.800,186099.700,87,0-79%,5,5,1
2019-06-22T02:44:00Z,13/115,539814.732,187784.342,140,0-79%,4,4,1
2019-06-22T02:44:00Z,13/120,536384.500,187205.400,192,0-79%,1,3,0.33
2019-06-22T02:44:00Z,13/135,538335.080,189829.995,48,0-79%,2,2,1
2019-06-22T02:44:00Z,30/008,525964.150,189015.230,102,0-79%,2,2,1
