TIMESTAMP,NODE,EASTING,NORTHING,FLOW_ACTUAL_15M,SAT_BANDINGS,DETECTOR_NO,TOTAL_DETECTOR_NO,DETECTOR_RATE
2019-06-22T13:26:00Z,25/047,511255.890,173082.800,547,0-79%,4,4,1
2019-06-22T13:26:00Z,25/048,510192.810,174987.270,369,0-79%,4,5,0.8
2019-06-22T13:26:00Z,25/049,511818.170,171696.730,250,0-79%,4,4,1
2019-06-22T13:26:00Z,25/051,509190.570,173873.820,643,0-79%,1,2,0.5
2019-06-22T13:26:00Z,25/052,508750.000,173692.700,667,0-79%,2,2,1
2019-06-22T13:26:00Z,25/066,511873.480,172683.620,744,>=100%,2,2,1
2019-06-22T13:26:00Z,25/069,509828.270,172196.230,400,80-89%,3,3,1
2019-06-22T13:26:00Z,25/070,510966.910,173604.030,947,90-99%,2,2,1
2019-06-22T13:26:00Z,25/078,510461.040,176830.210,322,0-79%,3,3,1
2019-06-22T13:26:00Z,25/086,510288.630,172526.530,472,0-79%,2,2,1
2019-06-22T13:26:00Z,25/090,510405.210,174576.320,445,0-79%,7,7,1
2019-06-22T13:26:00Z,25/091,508017.810,173371.420,398,0-79%,12,14,0.86
2019-06-22T13:26:00Z,25/092,510594.670,174287.000,382,0-79%,2,2,1
2019-06-22T13:26:00Z,25/093,510579.990,174294.130,665,0-79%,1,1,1
2019-06-22T13:26:00Z,25/104,510682.200,176739.400,486,0-79%,1,1,1
2019-06-22T13:26:00Z,25/108,510807.210,175864.770,598,0-79%,3,3,1
2019-06-22T13:26:00Z,25/112,510428.950,178120.010,1103,>=100%,3,3,1
2019-06-22T13:26:00Z,25/113,510412.200,178285.040,593,>=100%,3,3,1
2019-06-22T13:26:00Z,25/114,510475.050,178301.310,838,>=100%,2,2,1
2019-06-22T13:26:00Z,25/115,510510.900,178176.230,482,>=100%,2,2,1
2019-06-22T13:26:00Z,25/126,510485.550,178902.410,675,0-79%,10,10,1
2019-06-22T13:26:00Z,25/127,510536.170,178914.600,585,0-79%,9,9,1
2019-06-22T13:26:00Z,25/129,510555.230,178863.670,520,0-79%,12,12,1
2019-06-22T13:26:00Z,25/131,510494.920,178847.430,619,0-79%,7,9,0.78
2019-06-22T13:26:00Z,25/135,510703.290,178883.220,499,0-79%,5,5,1
2019-06-22T13:26:00Z,25/150,512558.820,172216.990,220,0-79%,1,3,0.33
2019-06-22T13:26:00Z,25/151,512322.640,176049.850,555,0-79%,2,2,1
2019-06-22T13:26:00Z,25/155,509368.120,173945.560,363,0-79%,4,4,1
2019-06-22T13:26:00Z,25/158,509841.610,175293.740,321,0-79%,2,2,1
2019-06-22T13:26:00Z,25/159,509669.010,175369.840,706,0-79%,3,3,1
2019-06-22T13:26:00Z,25/161,510908.180,176559.290,1060,0-79%,1,1,1
2019-06-22T13:26:00Z,25/162,510894.580,176551.980,969,0-79%,1,1,1
2019-06-22T13:26:00Z,25/170,508035.800,173421.300,391,0-79%,3,5,0.6
2019-06-22T13:26:00Z,25/199,511139.530,173306.160,639,0-79%,2,2,1
2019-06-22T13:26:00Z,25/211,510369.300,175148.200,238,0-79%,5,5,1
2019-06-22T13:26:00Z,25/229,509456.690,172463.950,486,90-99%,3,3,1
2019-06-22T13:26:00Z,25/231,509530.000,172108.740,379,0-79%,3,4,0.75
2019-06-22T13:26:00Z,25/250,510311.820,176888.400,465,0-79%,3,3,1
2019-06-22T13:26:00Z,25/251,511040.388,176103.446,820,0-79%,1,1,1
2019-06-22T13:26:00Z,25/255,512234.120,176097.050,590,80-89%,2,2,1
2019-06-22T13:26:00Z,25/259,511819.210,176403.300,790,0-79%,1,1,1
2019-06-22T13:26:00Z,25/260,511820.700,176391.240,1027,0-79%,1,1,1
2019-06-22T13:26:00Z,25/270,510975.000,178840.000,523,>=100%,5,5,1
2019-06-22T13:26:00Z,26/007,507411.590,182678.880,518,0-79%,4,4,1
2019-06-22T13:26:00Z,26/008,510643.260,181088.560,454,>=100%,7,7,1
2019-06-22T13:26:00Z,26/010,509490.000,179220.000,343,90-99%,5,5,1
2019-06-22T13:26:00Z,26/011,508816.490,176911.560,816,>=100%,8,8,1
2019-06-22T13:26:00Z,26/012,507741.280,176955.900,98,0-79%,2,7,0.29
2019-06-22T13:26:00Z,26/013,507143.870,176919.920,257,0-79%,6,7,0.86
2019-06-22T13:26:00Z,26/014,505880.000,176960.000,307,0-79%,7,7,1
2019-06-22T13:26:00Z,26/018,506120.840,183158.610,334,0-79%,7,7,1
2019-06-22T13:26:00Z,26/025,507754.600,182411.380,486,0-79%,6,6,1
2019-06-22T13:26:00Z,26/031,509367.570,178915.720,351,0-79%,3,4,0.75
2019-06-22T13:26:00Z,26/043,507605.910,182544.840,369,90-99%,3,3,1
2019-06-22T13:26:00Z,26/045,507897.740,182319.560,398,0-79%,2,2,1
2019-06-22T13:26:00Z,26/046,507890.590,182310.320,403,0-79%,2,2,1
2019-06-22T13:26:00Z,26/047,508038.420,182231.920,380,0-79%,2,2,1
2019-06-22T13:26:00Z,26/048,508028.280,182228.670,359,0-79%,2,2,1
2019-06-22T13:26:00Z,26/049,506841.050,182939.870,432,0-79%,2,2,1
2019-06-22T13:26:00Z,26/060,508663.930,181873.140,472,0-79%,2,2,1
2019-06-22T13:26:00Z,26/061,508676.670,181884.190,547,0-79%,2,2,1
2019-06-22T13:26:00Z,26/062,509588.820,181615.230,326,0-79%,3,3,1
2019-06-22T13:26:00Z,26/065,510282.810,181232.060,943,0-79%,1,1,1
2019-06-22T13:26:00Z,26/068,507412.000,178600.000,520,0-79%,6,6,1
2019-06-22T13:26:00Z,26/069,507490.000,178818.000,574,0-79%,4,7,0.57
2019-06-22T13:26:00Z,26/070,511290.000,185530.000,451,0-79%,8,8,1
2019-06-22T13:26:00Z,26/074,508008.740,176944.170,371,>=100%,5,5,1
2019-06-22T13:26:00Z,26/075,509270.670,178732.770,401,0-79%,5,5,1
2019-06-22T13:26:00Z,26/077,509205.920,176908.660,260,0-79%,5,5,1
2019-06-22T13:26:00Z,26/078,511379.030,180781.860,458,>=100%,5,5,1
2019-06-22T13:26:00Z,26/080,505254.334,184274.979,389,0-79%,3,3,1
2019-06-22T13:26:00Z,26/084,510192.420,185861.620,594,0-79%,1,1,1
2019-06-22T13:26:00Z,26/085,508429.410,181993.690,623,>=100%,8,8,1
2019-06-22T13:26:00Z,26/090,511001.000,180945.000,614,0-79%,8,8,1
2019-06-22T13:26:00Z,26/091,511075.000,180939.000,797,90-99%,7,7,1
2019-06-22T13:26:00Z,26/095,508565.890,191454.810,388,0-79%,4,4,1
2019-06-22T13:26:00Z,26/097,507146.750,182848.590,312,0-79%,3,3,1
2019-06-22T13:26:00Z,26/103,505353.440,184018.570,420,0-79%,2,4,0.5
2019-06-22T13:26:00Z,26/114,511122.090,185389.100,654,0-79%,2,2,1
2019-06-22T13:26:00Z,26/115,510399.640,185596.790,570,0-79%,2,2,1
2019-06-22T13:26:00Z,26/119,509782.460,176978.140,309,0-79%,2,2,1
2019-06-22T13:26:00Z,26/122,508863.600,181834.600,382,0-79%,3,3,1
2019-06-22T13:26:00Z,26/128,504759.540,177141.330,168,0-79%,8,18,0.44
2019-06-22T13:26:00Z,26/130,508173.210,191829.230,429,0-79%,7,7,1
2019-06-22T13:26:00Z,26/135,511025.680,185815.530,419,0-79%,6,6,1
2019-06-22T13:26:00Z,26/137,511563.290,180664.170,438,>=100%,5,5,1
2019-06-22T13:26:00Z,26/145,505326.080,183975.580,380,0-79%,1,4,0.25
2019-06-22T13:26:00Z,26/146,510300.200,178867.500,692,0-79%,2,2,1
2019-06-22T13:26:00Z,26/147,510579.620,180997.770,410,90-99%,3,4,0.75
2019-06-22T13:26:00Z,26/149,505228.900,184541.600,221,0-79%,3,3,1
2019-06-22T13:26:00Z,26/150,508145.920,176927.470,203,0-79%,1,1,1
2019-06-22T13:26:00Z,26/151,508138.500,176937.890,275,0-79%,1,1,1
2019-06-22T13:26:00Z,26/153,507610.800,179602.200,518,0-79%,3,3,1
2019-06-22T13:26:00Z,26/168,510839.596,181044.372,463,0-79%,7,7,1
2019-06-22T13:26:00Z,26/169,510400.900,181167.000,599,0-79%,4,4,1
2019-06-22T13:26:00Z,26/170,510404.400,181154.100,652,>=100%,2,2,1
2019-06-22T13:26:00Z,26/173,506446.300,176958.800,211,0-79%,2,2,1
2019-06-22T13:26:00Z,26/177,509918.145,181429.904,434,0-79%,5,6,0.83
2019-06-22T13:26:00Z,26/186,507099.620,176873.890,537,0-79%,3,5,0.6
2019-06-22T13:26:00Z,26/187,506278.000,182988.000,381,0-79%,6,6,1
2019-06-22T13:26:00Z,26/188,509778.060,181521.034,394,0-79%,2,4,0.5
2019-06-22T13:26:00Z,26/200,511070.000,180849.000,672,0-79%,8,8,1
2019-06-22T13:26:00Z,26/201,510987.000,180855.000,519,0-79%,8,8,1
2019-06-22T13:26:00Z,26/208,510283.000,181212.000,710,0-79%,2,2,1
2019-06-22T13:26:00Z,26/209,507493.000,178621.000,482,0-79%,6,8,0.75
2019-06-22T13:26:00Z,26/211,507441.000,178473.000,371,0-79%,7,11,0.64
2019-06-22T13:26:00Z,26/229,507449.000,178810.000,333,0-79%,3,3,1
2019-06-22T13:26:00Z,26/239,505277.769,184250.567,425,0-79%,2,2,1
2019-06-22T13:26:00Z,26/240,505277.570,184342.727,262,0-79%,2,2,1
2019-06-22T13:26:00Z,26/241,505256.628,184358.470,365,0-79%,2,2,1
2019-06-22T13:26:00Z,26/251,509240.000,191475.000,432,0-79%,3,3,1
2019-06-22T13:26:00Z,26/256,509255.000,181709.000,1199,0-79%,1,1,1
2019-06-22T13:26:00Z,26/257,509247.000,181721.000,534,0-79%,2,2,1
2019-06-22T13:26:00Z,26/258,510150.000,185909.000,647,0-79%,1,3,0.33
2019-06-22T13:26:00Z,26/261,509408.000,179035.000,271,0-79%,8,8,1
2019-06-22T13:26:00Z,27/030,514252.860,180231.010,469,0-79%,3,3,1
2019-06-22T13:26:00Z,27/031,512824.110,180392.080,404,>=100%,4,4,1
2019-06-22T13:26:00Z,27/038,512642.090,179947.510,420,>=100%,4,4,1
2019-06-22T13:26:00Z,27/067,512948.000,180368.530,380,>=100%,1,2,0.5
2019-06-22T13:26:00Z,27/068,513065.470,180348.940,470,0-79%,2,2,1
2019-06-22T13:26:00Z,27/134,513188.170,180354.300,477,0-79%,1,1,1
2019-06-22T13:26:00Z,27/137,513638.350,180365.350,310,0-79%,4,4,1
