TIMESTAMP,NODE,EASTING,NORTHING,FLOW_ACTUAL_15M,SAT_BANDINGS,DETECTOR_NO,TOTAL_DETECTOR_NO,DETECTOR_RATE
2019-06-29T22:45:00Z,07/174,535581.100,177098.200,597,0-79%,1,2,0.5
2019-06-29T22:45:00Z,07/176,535436.540,177186.820,306,0-79%,4,4,1
2019-06-29T22:45:00Z,07/186,537851.900,172645.200,212,0-79%,2,3,0.67
2019-06-29T22:45:00Z,07/187,537208.300,173414.600,368,0-79%,1,1,1
2019-06-29T22:45:00Z,07/192,536741.600,176730.300,180,0-79%,1,1,1
2019-06-29T22:45:00Z,07/195,535735.984,176955.596,542,0-79%,2,2,1
2019-06-29T22:45:00Z,07/196,536463.600,177006.900,420,0-79%,1,1,1
2019-06-29T22:45:00Z,07/197,536717.700,177053.400,622,0-79%,1,1,1
2019-06-29T22:45:00Z,07/198,535776.000,176863.700,480,0-79%,1,3,0.33
2019-06-29T22:45:00Z,07/201,536885.000,177841.000,791,0-79%,1,1,1
2019-06-29T22:45:00Z,07/202,536480.700,177013.200,1009,0-79%,1,1,1
2019-06-29T22:45:00Z,07/203,537403.700,176918.400,557,0-79%,2,2,1
2019-06-29T22:45:00Z,07/204,537390.400,176904.000,464,0-79%,2,2,1
2019-06-29T22:45:00Z,07/213,537140.091,173417.541,514,0-79%,2,2,1
2019-06-29T22:45:00Z,07/215,534825.400,173060.100,630,0-79%,2,3,0.67
2019-06-29T22:45:00Z,07/218,537378.000,176168.000,525,0-79%,1,1,1
2019-06-29T22:45:00Z,07/219,537213.350,176238.340,325,0-79%,3,3,1
2019-06-29T22:45:00Z,07/220,538896.000,174131.000,212,0-79%,1,1,1
2019-06-29T22:45:00Z,07/221,538311.000,175640.000,233,0-79%,2,2,1
2019-06-29T22:45:00Z,07/222,536333.540,178351.470,423,0-79%,3,3,1
2019-06-29T22:45:00Z,07/238,539703.662,173767.217,948,0-79%,3,3,1
2019-06-29T22:45:00Z,07/239,540076.000,171677.000,133,0-79%,2,2,1
2019-06-29T22:45:00Z,07/242,535295.000,171540.000,477,0-79%,1,1,1
2019-06-29T22:45:00Z,07/244,535376.000,171516.000,495,0-79%,2,2,1
2019-06-29T22:45:00Z,07/245,535433.000,176723.000,514,0-79%,2,2,1
2019-06-29T22:45:00Z,07/249,535327.000,177247.000,578,0-79%,1,1,1
2019-06-29T22:45:00Z,07/252,535329.880,177240.070,341,0-79%,3,3,1
