"Timestamp","NO2-PreScaled","NO2-Scaled","NO2-Flags","PM10-PreScaled","PM10-Scaled","PM10-Flags","PM2.5-PreScaled","PM2.5-Scaled","PM2.5-Flags"
"2019-06-24 00:00:00","18.478","22.517","Valid","26.807","26.807","Valid","25.151","25.151","Valid"
"2019-06-24 00:15:00","17.707","21.746","Valid","27.111","27.111","Valid","25.742","25.742","Valid"
"2019-06-24 00:30:00","18.401","22.44","Valid","28.028","28.028","Valid","26.489","26.489","Valid"
"2019-06-24 00:45:00","17.054","21.093","Valid","29.865","29.865","Valid","27.433","27.433","Valid"
"2019-06-24 01:00:00","16.541","20.58","Valid","29.923","29.923","Valid","28.355","28.355","Valid"
"2019-06-24 01:15:00","16.506","20.545","Valid","30.923","30.923","Valid","28.637","28.637","Valid"
"2019-06-24 01:30:00","16.32","20.359","Valid","30.623","30.623","Valid","28.25","28.25","Valid"
"2019-06-24 01:45:00","17.471","21.51","Valid","31.133","31.133","Valid","28.647","28.647","Invalid (1)"
"2019-06-24 02:00:00","20.211","24.25","Valid","31.074","31.074","Valid","28.749","28.749","Valid"
"2019-06-24 02:15:00","21.668","25.707","Valid","31.564","31.564","Valid","29.272","29.272","Valid"
"2019-06-24 02:30:00","21.593","25.632","Valid","33.54","33.54","Valid","30.219","30.219","Valid"
"2019-06-24 02:45:00","21.489","25.528","Valid","34.144","34.144","Valid","31.099","31.099","Valid"
"2019-06-24 03:00:00","22.812","26.851","Valid","37.043","37.043","Valid","33.337","33.337","Valid"
"2019-06-24 03:15:00","20.35","24.389","Valid","37.123","37.123","Valid","34.111","34.111","Valid"
"2019-06-24 03:30:00","19.975","24.014","Valid","37.404","37.404","Valid","34.365","34.365","Valid"
"2019-06-24 03:45:00","20.423","24.462","Valid","38.657","38.657","Valid","34.883","34.883","Valid"
"2019-06-24 04:00:00","20.361","24.4","Valid","36.967","36.967","Valid","33.901","33.901","Valid"
"2019-06-24 04:15:00","22.916","26.955","Valid","36.939","36.939","Valid","33.825","33.825","Valid"
"2019-06-24 04:30:00","23.171","27.21","Valid","36.597","36.597","Valid","33.366","33.366","Valid"
"2019-06-24 04:45:00","22.4","26.439","Valid","34.639","34.639","Valid","32.161","32.161","Valid"
"2019-06-24 05:00:00","22.219","26.258","Valid","33.503","33.503","Valid","30.886","30.886","Valid"
"2019-06-24 05:15:00","23.424","27.463","Valid","32.103","32.103","Valid","29.449","29.449","Valid"
"2019-06-24 05:30:00","23.384","27.423","Valid","29.269","29.269","Valid","27.293","27.293","Valid"
"2019-06-24 05:45:00","23.7","27.739","Valid","27.405","27.405","Valid","25.687","25.687","Valid"
"2019-06-24 06:00:00","25.829","29.868","Valid","24.754","24.754","Valid","23.089","23.089","Valid"
"2019-06-24 06:15:00","25.061","29.1","Valid","23.467","23.467","Valid","22.109","22.109","Valid"
"2019-06-24 06:30:00","25.876","29.915","Valid","23.281","23.281","Valid","21.702","21.702","Valid"
"2019-06-24 06:45:00","24.169","28.208","Valid","22.853","22.853","Valid","21.481","21.481","Valid"
"2019-06-24 07:00:00","25.746","29.785","Valid","21.929","21.929","Valid","20.055","20.055","Valid"
"2019-06-24 07:15:00","25.566","29.605","Valid","20.012","20.012","Valid","18.847","18.847","Valid"
"2019-06-24 07:30:00","27.881","31.92","Valid","19.38","19.38","Valid","18.269","18.269","Valid"
"2019-06-24 07:45:00","30.173","34.212","Valid","17.793","17.793","Valid","16.872","16.872","Valid"
"2019-06-24 08:00:00","30.627","34.666","Valid","15.587","15.587","Valid","14.051","14.051","Valid"
"2019-06-24 08:15:00","26.432","30.471","Valid","11.973","11.973","Valid","10.749","10.749","Valid"
"2019-06-24 08:30:00","25.251","29.29","Valid","9.197","9.197","Valid","8.187","8.187","Invalid (1)"
"2019-06-24 08:45:00","24.938","28.977","Valid","8.757","8.757","Valid","7.411","7.411","Valid"
"2019-06-24 09:00:00","19.901","23.94","Valid","6.877","6.877","Valid","6.96","6.96","Valid"
"2019-06-24 09:15:00","20.841","24.88","Valid","7.797","7.797","Valid","7.408","7.408","Valid"
"2019-06-24 09:30:00","24.281","28.32","Valid","8.483","8.483","Valid","7.756","7.756","Valid"
"2019-06-24 09:45:00","22.666","26.705","Valid","8.337","8.337","Valid","7.876","7.876","Invalid (1)"
"2019-06-24 10:00:00","19.517","23.556","Valid","8.204","8.204","Valid","7.827","7.827","Valid"
"2019-06-24 10:15:00","20.721","24.76","Valid","8.457","8.457","Valid","7.736","7.736","Invalid (1)"
"2019-06-24 10:30:00","21.092","25.131","Valid","8.573","8.573","Valid","8.039","8.039","Invalid (1)"
"2019-06-24 10:45:00","20.817","24.856","Valid","7.919","7.919","Valid","7.331","7.331","Invalid (1)"
"2019-06-24 11:00:00","19.983","24.022","Valid","7.823","7.823","Valid","6.927","6.927","Valid"
"2019-06-24 11:15:00","20.645","24.684","Valid","8.349","8.349","Valid","7.358","7.358","Valid"
"2019-06-24 11:30:00","20.738","24.777","Valid","7.724","7.724","Valid","7.299","7.299","Valid"
"2019-06-24 11:45:00","17.853","21.892","Valid","7.955","7.955","Valid","6.939","6.939","Valid"
"2019-06-24 12:00:00","20.284","24.323","Valid","7.579","7.579","Valid","7.083","7.083","Invalid (1)"
"2019-06-24 12:15:00","19.914","23.953","Valid","8.222","8.222","Valid","7.378","7.378","Valid"
"2019-06-24 12:30:00","21.963","26.002","Valid","8.05","8.05","Valid","7.217","7.217","Valid"
"2019-06-24 12:45:00","25.209","29.248","Valid","9.711","9.711","Valid","7.885","7.885","Valid"
