TIMESTAMP,NODE,EASTING,NORTHING,FLOW_ACTUAL_15M,SAT_BANDINGS,DETECTOR_NO,TOTAL_DETECTOR_NO,DETECTOR_RATE
2019-06-25T08:29:00Z,13/047,538019.580,187985.570,338,0-79%,4,4,1
2019-06-25T08:29:00Z,13/050,538041.390,189858.600,690,0-79%,2,2,1
2019-06-25T08:29:00Z,13/055,537570.020,185846.550,222,0-79%,4,6,0.67
2019-06-25T08:29:00Z,13/065,537307.630,189195.390,390,>=100%,3,3,1
2019-06-25T08:29:00Z,13/066,539254.790,186438.010,237,0-79%,2,2,1
2019-06-25T08:29:00Z,13/076,536623.170,187358.880,469,0-79%,1,1,1
2019-06-25T08:29:00Z,13/083,537913.030,188057.760,368,0-79%,1,2,0.5
2019-06-25T08:29:00Z,13/090,539068.520,189123.200,226,0-79%,3,8,0.38
2019-06-25T08:29:00Z,13/097,537770.000,189772.000,597,0-79%,1,1,1
2019-06-25T08:29:00Z,13/098,537759.000,189777.000,518,0-79%,1,1,1
2019-06-25T08:29:00Z,13/099,537646.090,185962.310,430,0-79%,4,4,1
2019-06-25T08:29:00Z,13/103,539788.250,187735.870,370,0-79%,5,5,1
2019-06-25T08:29:00Z,13/104,539618.480,187581.850,415,90-99%,3,3,1
2019-06-25T08:29:00Z,13/106,538729.480,186551.830,258,0-79%,3,3,1
2019-06-25T08:29:00Z,13/107,539185.590,187382.840,165,0-79%,3,3,1
2019-06-25T08:29:00Z,13/110,539887.010,187698.720,440,0-79%,1,1,1
2019-06-25T08:29:00Z,13/111,539731.503,188032.330,739,0-79%,3,3,1
2019-06-25T08:29:00Z,13/113,536279.050,187127.120,294,0-79%,3,5,0.6
2019-06-25T08:29:00Z,13/114,537755.800,186099.700,445,0-79%,5,5,1
2019-06-25T08:29:00Z,13/115,539814.732,187784.342,482,0-79%,5,5,1
2019-06-25T08:29:00Z,13/116,539881.003,187792.112,559,80-89%,3,3,1
2019-06-25T08:29:00Z,13/117,539775.030,187900.041,358,>=100%,5,5,1
2019-06-25T08:29:00Z,13/118,539533.000,187673.000,291,0-79%,3,3,1
2019-06-25T08:29:00Z,13/120,536384.500,187205.400,484,0-79%,1,3,0.33
2019-06-25T08:29:00Z,13/125,538344.800,186065.500,375,0-79%,1,1,1
2019-06-25T08:29:00Z,13/135,538335.080,189829.995,359,0-79%,2,2,1
2019-06-25T08:29:00Z,13/146,537594.250,186786.760,273,0-79%,4,4,1
2019-06-25T08:29:00Z,13/147,537271.390,187095.060,314,>=100%,2,2,1
2019-06-25T08:29:00Z,13/158,539218.000,186267.000,280,80-89%,3,3,1
2019-06-25T08:29:00Z,13/163,539121.531,185890.874,254,0-79%,2,2,1
2019-06-25T08:29:00Z,13/174,538278.000,190174.000,327,0-79%,2,2,1
2019-06-25T08:29:00Z,14/001,540333.340,187589.590,296,0-79%,8,9,0.89
2019-06-25T08:29:00Z,14/003,540305.670,188045.940,323,0-79%,2,3,0.67
2019-06-25T08:29:00Z,14/004,540625.440,188249.990,247,>=100%,6,6,1
2019-06-25T08:29:00Z,14/007,542863.140,188420.200,383,0-79%,10,10,1
2019-06-25T08:29:00Z,14/008,544503.130,188135.840,570,0-79%,5,9,0.56
2019-06-25T08:29:00Z,14/013,544386.200,186690.590,338,0-79%,6,6,1
2019-06-25T08:29:00Z,14/015,543595.640,186425.270,521,0-79%,4,4,1
2019-06-25T08:29:00Z,14/016,540276.960,188758.870,307,0-79%,6,6,1
2019-06-25T08:29:00Z,14/019,542027.010,189905.200,344,90-99%,7,7,1
2019-06-25T08:29:00Z,14/020,540064.790,189082.820,416,0-79%,4,4,1
2019-06-25T08:29:00Z,14/021,540081.630,188943.740,333,0-79%,6,6,1
2019-06-25T08:29:00Z,14/022,545596.990,188678.970,414,>=100%,7,8,0.88
2019-06-25T08:29:00Z,14/023,546808.820,189178.650,484,80-89%,5,6,0.83
2019-06-25T08:29:00Z,14/026,544480.930,187114.350,428,0-79%,1,2,0.5
2019-06-25T08:29:00Z,14/028,548460.740,189086.160,483,90-99%,8,8,1
2019-06-25T08:29:00Z,14/029,546976.770,192633.580,293,0-79%,6,6,1
2019-06-25T08:29:00Z,14/030,547360.980,192295.240,277,0-79%,6,6,1
2019-06-25T08:29:00Z,14/034,544446.500,191284.520,383,80-89%,2,3,0.67
2019-06-25T08:29:00Z,14/035,543282.000,186158.000,433,0-79%,8,8,1
2019-06-25T08:29:00Z,14/039,543598.530,186309.410,329,0-79%,3,3,1
2019-06-25T08:29:00Z,14/043,543955.300,186338.800,548,0-79%,2,2,1
2019-06-25T08:29:00Z,14/046,543291.460,187143.750,359,80-89%,4,4,1
2019-06-25T08:29:00Z,14/047,544902.970,188289.540,449,0-79%,7,7,1
2019-06-25T08:29:00Z,14/050,543603.330,186518.140,415,0-79%,3,3,1
2019-06-25T08:29:00Z,14/051,543078.000,188661.000,334,0-79%,2,2,1
2019-06-25T08:29:00Z,14/052,543091.670,188665.370,424,0-79%,2,2,1
2019-06-25T08:29:00Z,14/054,545521.630,187136.460,546,>=100%,2,2,1
2019-06-25T08:29:00Z,14/056,540440.480,187189.500,855,0-79%,1,2,0.5
2019-06-25T08:29:00Z,14/059,540112.000,190604.000,322,0-79%,4,4,1
2019-06-25T08:29:00Z,14/061,540036.170,190850.440,602,0-79%,2,2,1
2019-06-25T08:29:00Z,14/065,543314.000,186179.000,561,0-79%,2,2,1
2019-06-25T08:29:00Z,14/066,546649.150,188861.940,791,0-79%,1,1,1
2019-06-25T08:29:00Z,14/070,544529.320,187399.530,276,0-79%,2,3,0.67
2019-06-25T08:29:00Z,14/073,543516.640,186766.130,306,0-79%,3,4,0.75
2019-06-25T08:29:00Z,14/074,540180.000,190390.000,541,90-99%,3,3,1
2019-06-25T08:29:00Z,14/075,543425.460,186319.040,508,80-89%,4,4,1
2019-06-25T08:29:00Z,14/076,546807.860,189382.260,467,0-79%,2,2,1
2019-06-25T08:29:00Z,14/079,544317.620,189740.260,218,0-79%,1,1,1
2019-06-25T08:29:00Z,14/080,540114.660,189387.810,383,0-79%,1,2,0.5
2019-06-25T08:29:00Z,14/081,543183.710,187966.380,420,0-79%,4,4,1
2019-06-25T08:29:00Z,14/083,544322.930,189972.220,186,0-79%,4,4,1
2019-06-25T08:29:00Z,14/084,543260.130,188111.870,446,0-79%,2,2,1
2019-06-25T08:29:00Z,14/087,544474.800,191065.390,570,0-79%,1,2,0.5
2019-06-25T08:29:00Z,14/088,546242.770,192004.650,255,0-79%,4,4,1
2019-06-25T08:29:00Z,14/095,544591.320,186768.190,229,0-79%,2,3,0.67
2019-06-25T08:29:00Z,14/098,541829.630,188423.520,289,0-79%,2,2,1
2019-06-25T08:29:00Z,14/099,544520.250,187592.030,340,90-99%,3,3,1
2019-06-25T08:29:00Z,14/100,544224.000,189613.000,218,0-79%,6,6,1
2019-06-25T08:29:00Z,14/101,544250.840,189745.090,228,0-79%,4,4,1
2019-06-25T08:29:00Z,14/106,545082.720,186963.060,490,0-79%,2,2,1
2019-06-25T08:29:00Z,14/111,544981.010,186921.590,334,0-79%,2,2,1
2019-06-25T08:29:00Z,14/112,543571.310,186618.180,484,0-79%,1,2,0.5
2019-06-25T08:29:00Z,14/116,545465.940,187067.150,469,0-79%,1,1,1
2019-06-25T08:29:00Z,14/117,546649.900,191458.800,320,0-79%,1,1,1
2019-06-25T08:29:00Z,14/118,541479.770,190201.690,339,90-99%,7,7,1
2019-06-25T08:29:00Z,14/119,546544.860,192245.360,227,0-79%,2,2,1
2019-06-25T08:29:00Z,14/124,545203.400,186607.900,379,0-79%,3,3,1
2019-06-25T08:29:00Z,14/139,543761.460,186015.200,420,0-79%,1,2,0.5
2019-06-25T08:29:00Z,14/144,543596.300,186292.800,497,0-79%,5,5,1
2019-06-25T08:29:00Z,14/145,541820.100,188302.000,758,>=100%,2,2,1
2019-06-25T08:29:00Z,14/146,541768.800,188239.000,1244,0-79%,2,3,0.67
2019-06-25T08:29:00Z,14/147,541650.500,188378.600,621,0-79%,2,2,1
2019-06-25T08:29:00Z,14/148,541738.000,188416.200,519,80-89%,4,5,0.8
